"assembly_accession","taxid","organism_name","assembly_level","release_type","genome_rep","seq_rel_date","asm_name","submitter","gbrs_paired_asm","paired_asm_comp","ftp_path","excluded_from_refseq","relation_to_type_material","asm_not_live_date","superkingdom","phylum","class","order","family","genus","assembly_id","b_complete","b_complete_and_single_copy","b_complete_and_duplicated","b_fragmented","b_missing","b_total_groups_searched","genome_size","global_cg_oe","global_cg_dens","dist_from_zeb_lca","mean_lifespan","mae_lifespan","mre_lifespan","sd_lifespan","max_lifespan","n_reported_values"
"GCA_901000725.3",31033,"Takifugu rubripes","Chromosome","Major","Full","2021/04/24","fTakRub1.3","Wellcome Sanger Institute","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/000/725/GCA_901000725.3_fTakRub1.3","",NA,"na","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Takifugu","GCA_901000725.3_fTakRub1.3",95.5,93.4,2.1,0.8,3.7,3640,384126663,0.557686052866965,0.0285196083876115,460.8,8.5,0.5,5.88235294117647,0.707106781186548,9,2
"GCA_901001165.2",8032,"Salmo trutta","Chromosome","Major","Full","2021/04/24","fSalTru1.2","Wellcome Sanger Institute","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/001/165/GCA_901001165.2_fSalTru1.2","",NA,"na","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","GCA_901001165.2_fSalTru1.2",95.8,59.4,36.4,0.8,3.4,3640,2371880186,0.400204178018488,0.0176596032325893,460.8,14.429166674614,8.24965277314186,57.1734526267268,10.9410864688988,38,24
"GCA_901007805.1",109292,"Hippocampus whitei","Scaffold","Major","Full","2020/04/15","Hippocampus_whitei_assembly","CEES","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/007/805/GCA_901007805.1_Hippocampus_whitei_assembly","",NA,"na","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Hippocampus","GCA_901007805.1_Hippocampus_whitei_assembly",85.3,84.5,0.8,4.5,10.2,3640,432755118,0.715635198846856,0.0334692217320004,460.80000001,5.20000012715657,0.133333418104382,2.56410413161452,0.17320519087771,5.30000019073486,3
"GCA_901007825.1",206124,"Macroramphosus scolopax","Scaffold","Major","Full","2020/04/15","Macroramphorus_scolopax_assembly","CEES","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/007/825/GCA_901007825.1_Macroramphorus_scolopax_assembly","",NA,"na","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Centriscidae","Macroramphosus","GCA_901007825.1_Macroramphorus_scolopax_assembly",86.6,85.7,0.9,5.2,8.2,3640,417659696,0.55972846993196,0.0273110144676253,460.8,6,0,0,NA,6,1
"GCA_901111315.1",7939,"Anguilla marmorata","Scaffold","Major","Full","2020/02/10","Anguilla_marmorata_assembly","CEES","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/111/315/GCA_901111315.1_Anguilla_marmorata_assembly","",NA,"na","Eukaryota","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla","GCA_901111315.1_Anguilla_marmorata_assembly",81.1,76,5.1,5.5,13.4,3640,882006954,0.50806849738261,0.0237620700210488,518.0273,40,0,0,0,40,2
"GCA_902167405.1",8049,"Gadus morhua","Chromosome","Major","Full","2019/07/16","gadMor3.0","SC","GCF_902167405.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/167/405/GCA_902167405.1_gadMor3.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","GCA_902167405.1_gadMor3.0",NA,NA,NA,NA,NA,NA,669949713,0.613807124020049,0.0297587857911359,460.8,18,6.33333333333333,35.1851851851852,7.42967024840268,25,6
"GCA_902362185.1",29144,"Chanos chanos","Chromosome","Major","Full","2019/08/14","fChaCha1.1","SC","GCF_902362185.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/362/185/GCA_902362185.1_fChaCha1.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Gonorynchiformes","Chanidae","Chanos","GCA_902362185.1_fChaCha1.1",95.5,93.7,1.8,0.7,3.8,3640,656912816,0.42571153087452,0.0181210226228864,337.402,15,0,0,0,15,4
"GCA_902500255.1",390379,"Thalassophryne amazonica","Chromosome","Major","Full","2019/09/30","fThaAma1.1","SC","GCF_902500255.1","identical","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/500/255/GCA_902500255.1_fThaAma1.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Batrachoidiformes","Batrachoididae","Thalassophryne","GCA_902500255.1_fThaAma1.1",92,89.7,2.3,1.9,6.1,3640,2446592878,0.473509003960399,0.0206533262866794,460.8,11.5,3.5,30.4347826086957,4.94974746830583,15,2
"GCA_902500615.3",134920,"Pungitius pungitius","Scaffold","Major","Full","2020/10/12","NSP_V7","UNIVERSITY OF OSLO","GCF_902500615.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/500/615/GCA_902500615.3_NSP_V7","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Gasterosteidae","Pungitius","GCA_902500615.3_NSP_V7",97,95.6,1.4,0.4,2.6,3640,466582808,0.619076716629033,0.0304632291552414,460.8,4.66666666666667,0.444444444444444,9.52380952380952,0.577350269189626,5,3
"GCA_902713615.2",7830,"Scyliorhinus canicula","Chromosome","Major","Full","2021/01/28","sScyCan1.2","Wellcome Sanger Institute","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/713/615/GCA_902713615.2_sScyCan1.2","",NA,"na","Eukaryota","Chordata","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","GCA_902713615.2_sScyCan1.2",NA,NA,NA,NA,NA,NA,4220389930,0.473996869555194,0.0260887848815429,928.04,10.7,1.56,14.5794392523365,1.78885438199983,12,5
"GCA_902810505.1",8150,"Tropheus moorii","Scaffold","Major","Full","2020/04/15","TMv1.0","UNIVERSITY OF GRAZ","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/810/505/GCA_902810505.1_TMv1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Cichliformes","Cichlidae","Tropheus","GCA_902810505.1_TMv1.0",96.8,93.6,3.2,0.5,2.7,3640,911126605,0.430096539427756,0.0174515329842662,460.8,8.25,1.75,21.2121212121212,2.3629078131263,10,4
"GCA_902827135.1",43256,"Harpagifer antarcticus","Scaffold","Major","Full","2020/04/15","fHarAnt1.1","SC","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/827/135/GCA_902827135.1_fHarAnt1.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Harpagiferidae","Harpagifer","GCA_902827135.1_fHarAnt1.1",93,89.8,3.2,0.9,6.1,3640,941503312,0.506065765369955,0.02212278994086,460.8,9,0,0,0,9,3
"GCA_902827165.1",40690,"Trematomus bernacchii","Scaffold","Major","Full","2020/04/15","fTreBer1.1","SC","GCF_902827165.1","identical","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/827/165/GCA_902827165.1_fTreBer1.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Nototheniidae","Trematomus","GCA_902827165.1_fTreBer1.1",96.1,94.9,1.2,0.6,3.3,3640,867125071,0.496724166039361,0.0208121557126561,460.8,12.375,4.3125,34.8484848484849,5.44944295973713,21,8
"GCA_903064625.1",30960,"Mallotus villosus","Scaffold","Major","Full","2020/05/18","Mallotus_villosus_assembly","CEES","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/064/625/GCA_903064625.1_Mallotus_villosus_assembly","",NA,"na","Eukaryota","Chordata","Actinopteri","Osmeriformes","Salangidae","Mallotus","GCA_903064625.1_Mallotus_villosus_assembly",88.6,85,3.6,2,9.4,3640,490877849,0.471929116072685,0.0255292004426951,460.8,7.5,2.22222222222222,29.6296296296296,2.44948974278318,10,9
"GCA_903066825.1",55102,"Alfaro cultratus","Scaffold","Major","Full","2021/09/22","HVK_AC_001","WAGENINGEN UNIVERSITY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/066/825/GCA_903066825.1_HVK_AC_001","",NA,"na","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Alfaro","GCA_903066825.1_HVK_AC_001",88.2,87.5,0.7,5,6.8,3640,639540724,0.434619846375276,0.0162140042234433,460.8,4,1,25,1.4142135623731,5,2
"GCA_903067085.1",119849,"Poeciliopsis gracilis","Scaffold","Major","Full","2021/09/22","HVK_PG_001","WAGENINGEN UNIVERSITY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/067/085/GCA_903067085.1_HVK_PG_001","",NA,"na","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Poeciliopsis","GCA_903067085.1_HVK_PG_001",85.6,85,0.6,6.1,8.3,3640,594430629,0.491183967942387,0.0192044478246426,460.8,1,0,0,NA,1,1
"GCA_903067095.1",55106,"Girardinus metallicus","Scaffold","Major","Full","2021/09/22","HVK_GM_001","WAGENINGEN UNIVERSITY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/067/095/GCA_903067095.1_HVK_GM_001","",NA,"na","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Girardinus","GCA_903067095.1_HVK_GM_001",83.2,82.6,0.6,7.9,8.9,3640,674367140,0.46778867030021,0.0177300750448784,460.8,4,1,25,1.4142135623731,5,2
"GCA_903068105.1",679340,"Poecilia wingei","Scaffold","Major","Full","2021/09/22","HVK_PW_001","WAGENINGEN UNIVERSITY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/068/105/GCA_903068105.1_HVK_PW_001","",NA,"na","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Poecilia","GCA_903068105.1_HVK_PW_001",72.8,72.2,0.6,11.2,16,3640,698351719,0.48842874637248,0.0189118829963101,460.8,4,1,25,1.4142135623731,5,2
"GCA_903131615.1",38941,"Diplodus sargus","Scaffold","Major","Full","2020/06/05","diplodus_sargus_genome","UMR5175","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/131/615/GCA_903131615.1_diplodus_sargus_genome","",NA,"na","Eukaryota","Chordata","Actinopteri","Spariformes","Sparidae","Diplodus","GCA_903131615.1_diplodus_sargus_genome",96.1,95.2,0.9,0.6,3.3,3640,784049296,0.523981865331476,0.0218615820299136,460.8,11.375,2.40625,21.1538461538462,3.88908729652601,21,8
"GCA_903171835.1",87757,"Mullus surmuletus","Scaffold","Major","Full","2020/06/05","mullus_surmuletus_genome","UMR5175","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/171/835/GCA_903171835.1_mullus_surmuletus_genome","",NA,"na","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Mullidae","Mullus","GCA_903171835.1_mullus_surmuletus_genome",87.2,85.7,1.5,3.2,9.6,3640,533324175,0.683970049568839,0.030320005651347,460.8,7.42857142857143,1.91836734693878,25.8241758241758,2.29906813420444,11,7
"GCA_903364295.1",94953,"Serranus cabrilla","Scaffold","Major","Full","2020/06/05","serranus_cabrilla_genome","UMR5175","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/364/295/GCA_903364295.1_serranus_cabrilla_genome","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Serranidae","Serranus","GCA_903364295.1_serranus_cabrilla_genome",94.4,93.3,1.1,1.6,4,3640,630578932,0.444123056080783,0.0167159787063739,460.8,7,0.666666666666667,9.52380952380952,1,8,3
"GCA_903798035.1",27699,"Danio albolineatus","Scaffold","Major","Full","2020/06/16","fDanAlb1.1","SC","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/798/035/GCA_903798035.1_fDanAlb1.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Danionidae","Danio","GCA_903798035.1_fDanAlb1.1",80.4,78.8,1.6,5.9,13.7,3640,1463018096,0.647143569569954,0.0157200181343485,44.04366,3.5,1.5,42.8571428571429,2.12132034355964,5,2
"GCA_903798145.1",1142201,"Danio aesculapii","Chromosome","Major","Full","2020/06/27","fDanAes4.1","SC","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/798/145/GCA_903798145.1_fDanAes4.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Danionidae","Danio","GCA_903798145.1_fDanAes4.1",94.1,92.4,1.7,0.7,5.2,3640,1381485597,0.518181902562546,0.0166904563102731,46.18346,5.5,2.5,45.4545454545455,3.53553390593274,8,2
"GCA_903798195.1",242068,"Danio kyathit","Chromosome","Major","Full","2020/06/27","fDanKya3.1","SC","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/798/195/GCA_903798195.1_fDanKya3.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Danionidae","Danio","GCA_903798195.1_fDanKya3.1",94.8,93.2,1.6,0.9,4.3,3640,1708446541,0.565101554247346,0.0182239743842239,32.75072,6.5,1.5,23.0769230769231,2.12132034355964,8,2
"GCA_903798205.1",1093597,"Danio tinwini","Scaffold","Major","Full","2020/06/16","fDanTin1.1","SC","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/798/205/GCA_903798205.1_fDanTin1.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Cypriniformes","Danionidae","Danio","GCA_903798205.1_fDanTin1.1",82.8,81.5,1.3,5.3,11.9,3640,1497358328,0.581253338548548,0.0139204895783636,38.70904,3.5,1.5,42.8571428571429,2.12132034355964,5,2
"GCA_904425465.1",42526,"Colossoma macropomum","Scaffold","Major","Full","2020/09/25","Colossoma_macropomum","WELLCOME TRUST SANGER INSTITUTE","GCF_904425465.1","identical","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/425/465/GCA_904425465.1_Colossoma_macropomum","",NA,"na","Eukaryota","Chordata","Actinopteri","Characiformes","Serrasalmidae","Colossoma","GCA_904425465.1_Colossoma_macropomum",96.6,95.6,1,0.5,2.9,3640,1221847006,0.373404428578674,0.0144381210686537,284.22322,18.5,6.5,35.1351351351351,9.19238815542512,25,2
"GCA_904848185.1",8177,"Acanthopagrus latus","Chromosome","Major","Full","2020/10/12","fAcaLat1.1","SC","GCF_904848185.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/848/185/GCA_904848185.1_fAcaLat1.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Spariformes","Sparidae","Acanthopagrus","GCA_904848185.1_fAcaLat1.1",97.7,97,0.7,0.2,2.1,3640,685127588,0.468931288993169,0.020767047261276,460.8,14,0,0,NA,14,1
"GCA_905171665.2",36212,"Trachurus trachurus","Chromosome","Major","Full","2021/11/26","fTraTra1.2","Wellcome Sanger Institute","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/171/665/GCA_905171665.2_fTraTra1.2","",NA,"na","Eukaryota","Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","GCA_905171665.2_fTraTra1.2",97.5,96.5,1,0.2,2.3,3640,801243942,0.487645837590635,0.0214432859949161,460.8,8,2.5,31.25,2.94392028877595,11,4
"GCA_905237065.2",8030,"Salmo salar","Chromosome","Major","Full","2021/04/21","Ssal_v3.1","NORWEGIAN UNIVERSITY OF LIFE SCIENCES","GCF_905237065.1","identical","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/237/065/GCA_905237065.2_Ssal_v3.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","GCA_905237065.2_Ssal_v3.1",NA,NA,NA,NA,NA,NA,2756584103,0.372506669471795,0.0175569992395041,460.8,8.39999999470181,4.31111111582061,51.322751411188,4.68694997421529,14,9
"GCA_905237075.1",13489,"Dicentrarchus labrax","Scaffold","Major","Full","2021/04/24","dlabrax2021","Hellenic Centre for Marine Research, Institute for Marine Biology, Biotechnology and Aquaculture, Heraklion, Crete, Greece","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/237/075/GCA_905237075.1_dlabrax2021","",NA,"na","Eukaryota","Chordata","Actinopteri","Unknown","Moronidae","Dicentrarchus","GCA_905237075.1_dlabrax2021",97.8,97,0.8,0.2,2,3640,695892153,0.3763018101783,0.0152933395701043,460.8,19.625,7.875,40.1273885350318,9.45572389009505,30,8
"GCA_905332405.1",69234,"Micropoecilia picta","Contig","Major","Full","2021/06/25","picta_flye_male","University of Edinburgh","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/332/405/GCA_905332405.1_picta_flye_male","",NA,"na","Eukaryota","Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Micropoecilia","GCA_905332405.1_picta_flye_male",85.9,84.7,1.2,2.5,11.6,3640,737314582,0.469283762580133,0.0183123856893963,460.8,4,1,25,1.4142135623731,5,2
"GCA_905477555.1",59291,"Coregonus lavaretus","Contig","Major","Full","2021/04/15","ML_MAG_01","CENTER FOR EVOLUTIONARY HOLOGENOMICS","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/477/555/GCA_905477555.1_ML_MAG_01","",NA,"na","Eukaryota","Chordata","Actinopteri","Salmoniformes","Salmonidae","Coregonus","GCA_905477555.1_ML_MAG_01",NA,NA,NA,NA,NA,NA,862866,0.639284138586614,0.0107710814888986,460.8,12,3,25,4.24264068711928,15,2
"GCA_907169785.1",238744,"Menidia menidia","Scaffold","Major","Full","2021/05/15","Menidia_menidia_GA_1.0","Cornell University","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/907/169/785/GCA_907169785.1_Menidia_menidia_GA_1.0","",NA,"na","Eukaryota","Chordata","Actinopteri","Atheriniformes","Atherinopsidae","Menidia","GCA_907169785.1_Menidia_menidia_GA_1.0",89.1,86.9,2.2,2.5,8.4,3640,620036635,0.494137587707828,0.0200411109579033,460.8,2,0,0,0,2,2
"GCA_910591455.2",56726,"Pholis gunnellus","Chromosome","Major","Full","2021/11/18","fPhoGun1.2","WELLCOME SANGER INSTITUTE","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/591/455/GCA_910591455.2_fPhoGun1.2","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Pholidae","Pholis","GCA_910591455.2_fPhoGun1.2",97.6,96.7,0.9,0.2,2.2,3640,588696950,0.531425249157488,0.0237758340687853,460.8,4.89499999284744,2.47333334287008,50.527749672811,3.95076575665324,12,6
"GCA_910596095.1",8240,"Thunnus maccoyii","Chromosome","Major","Full","2021/07/07","fThuMac1.1","Wellcome Sanger Institute","GCF_910596095.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/910/596/095/GCA_910596095.1_fThuMac1.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Thunnus","GCA_910596095.1_fThuMac1.1",97.2,96.5,0.7,0.4,2.4,3640,782423977,0.359613681392616,0.014190282156959,460.8,26.6666666666667,8.88888888888889,33.3333333333333,11.5470053837925,40,3
"GCA_911728415.1",229057,"Lagocephalus sceleratus","Contig","Major","Full","2021/11/19","Lsceleratus_genome.fasta","Hellenic Centre for Marine Research, Institute for Marine Biology, Biotechnology and Aquaculture, Heraklion, Crete, Greece","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/911/728/415/GCA_911728415.1_Lsceleratus_genome.fasta","",NA,"na","Eukaryota","Chordata","Actinopteri","Tetraodontiformes","Tetraodontidae","Lagocephalus","GCA_911728415.1_Lsceleratus_genome.fasta",95.7,95,0.7,0.9,3.4,3640,373990197,0.604633656545774,0.0329623158544982,460.8,7,0,0,NA,7,1
"GCA_914725855.1",8236,"Thunnus albacares","Chromosome","Major","Full","2021/09/16","fThuAlb1.1","WELLCOME SANGER INSTITUTE","GCF_914725855.1","different","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/914/725/855/GCA_914725855.1_fThuAlb1.1","",NA,"na","Eukaryota","Chordata","Actinopteri","Scombriformes","Scombridae","Thunnus","GCA_914725855.1_fThuAlb1.1",97.6,96.8,0.8,0.4,2,3640,792117861,0.360396453179314,0.0142220009857851,460.8,8,1.33333333333333,16.6666666666667,1.67332005306815,9,6
"GCA_916700685.1",1311530,"Adelosebastes latens","Scaffold","Major","Full","2021/10/09","A_latens_148487","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/685/GCA_916700685.1_A_latens_148487","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Adelosebastes","GCA_916700685.1_A_latens_148487",86.3,85.1,1.2,6.6,7.1,3640,832469038,0.531425421389321,0.0218018739094534,460.8,36,1,2.77777777777778,1.4142135623731,37,2
"GCA_916700695.1",72079,"Sebastes helvomaculatus","Scaffold","Major","Full","2021/11/12","S-helvomaculatus_KUI479","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/695/GCA_916700695.1_S-helvomaculatus_KUI479","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700695.1_S-helvomaculatus_KUI479",89.1,88,1.1,5.3,5.6,3640,800919275,0.519758134328893,0.0215769960087426,460.8,87,0,0,0,87,4
"GCA_916700705.1",72075,"Sebastes exsul","Scaffold","Major","Full","2021/11/12","S-exsul_SEB-BAJA-1","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/705/GCA_916700705.1_S-exsul_SEB-BAJA-1","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700705.1_S-exsul_SEB-BAJA-1",89.8,88.8,1,4.6,5.6,3640,789914691,0.520520595335858,0.0215516880417154,460.8,24,0,0,NA,24,1
"GCA_916700725.1",394690,"Sebastes dallii","Scaffold","Major","Full","2021/10/09","S-dalli_xSEB-31","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/725/GCA_916700725.1_S-dalli_xSEB-31","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700725.1_S-dalli_xSEB-31",92.4,91.4,1,2.7,4.9,3640,849191471,0.53727783383945,0.0218674358306173,460.8,12,0,0,0,12,3
"GCA_916700735.1",72078,"Sebastes goodei","Scaffold","Major","Full","2021/11/12","S-goodei_SEB-148","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/735/GCA_916700735.1_S-goodei_SEB-148","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700735.1_S-goodei_SEB-148",82.9,81.8,1.1,8,9.1,3640,766499479,0.516194875916617,0.0213842963355752,460.8,32.6,4.48,13.7423312883436,5.3665631459995,39,5
"GCA_916700745.1",1738870,"Sebastes cheni","Scaffold","Major","Full","2021/11/12","S_cheni_135386","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/745/GCA_916700745.1_S_cheni_135386","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700745.1_S_cheni_135386",92.2,91.1,1.1,3.5,4.3,3640,781405488,0.512020809265082,0.0211631812854634,460.8,22,0,0,NA,22,1
"GCA_916700755.1",72067,"Sebastes crameri","Scaffold","Major","Full","2021/11/12","S-crameri_SEB-4","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/755/GCA_916700755.1_S-crameri_SEB-4","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700755.1_S-crameri_SEB-4",91.2,90,1.2,4.2,4.6,3640,801889896,0.521127455589946,0.0216540600980462,460.8,84.5,21,24.8520710059172,23.8799078725191,105,7
"GCA_916700765.1",394691,"Sebastes fasciatus","Scaffold","Major","Full","2021/11/12","S-fasciatus_KUI2796","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/765/GCA_916700765.1_S-fasciatus_KUI2796","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700765.1_S-fasciatus_KUI2796",90.8,89.6,1.2,4.4,4.8,3640,796284246,0.523444269969977,0.0217793747485493,460.8,75,0,0,NA,75,1
"GCA_916700775.1",72073,"Sebastes entomelas","Scaffold","Major","Full","2021/11/12","S-entomelas_SEB-8","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/775/GCA_916700775.1_S-entomelas_SEB-8","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700775.1_S-entomelas_SEB-8",92.5,91.2,1.3,3.2,4.3,3640,801786131,0.519801607624187,0.0215011264643589,460.8,60,0,0,0,60,4
"GCA_916700785.1",72076,"Sebastes flavidus","Scaffold","Major","Full","2021/10/07","S-flavidus_SEB-19","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/785/GCA_916700785.1_S-flavidus_SEB-19","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700785.1_S-flavidus_SEB-19",91.3,90,1.3,4.2,4.5,3640,803706445,0.520386826401054,0.0215575825076281,460.8,61.1428571428571,4.08163265306122,6.67556742323097,4.91353814911995,64,7
"GCA_916700805.1",72065,"Sebastes ciliatus","Scaffold","Major","Full","2021/10/09","S-ciliatus_KUI2032","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/805/GCA_916700805.1_S-ciliatus_KUI2032","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700805.1_S-ciliatus_KUI2032",88.2,87,1.2,6.4,5.4,3640,812770900,0.523822670549645,0.0217505560299957,460.8,67,0,0,0,67,4
"GCA_916700825.1",72055,"Sebastes alutus","Scaffold","Major","Full","2021/10/09","S-alutus_KUI2069","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/825/GCA_916700825.1_S-alutus_KUI2069","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700825.1_S-alutus_KUI2069",86.1,85.1,1,6.7,7.2,3640,793687741,0.523417853300311,0.021736398471096,460.8,60.9444444444444,34.3888888888889,56.4266180492252,36.5070053264917,105,18
"GCA_916700845.1",72063,"Sebastes caurinus","Scaffold","Major","Full","2021/11/13","S-caurinus_SEB-191","UNIVERSITY OF CALIFORNIA AT BERKELEY","na","na","https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/845/GCA_916700845.1_S-caurinus_SEB-191","",NA,"na","Eukaryota","Chordata","Actinopteri","Perciformes","Sebastidae","Sebastes","GCA_916700845.1_S-caurinus_SEB-191",86.1,85.1,1,6.7,7.2,3640,780142603,0.519980968763918,0.0216149110882488,460.8,54.8,1.92,3.5036496350365,2.86356421265527,57,5
